,0
0,1
1,1
2,0
3,0
4,1
5,1
6,1
7,1
8,1
9,0
10,0
11,1
12,1
13,1
14,0
15,0
16,1
17,1
18,0
19,1
20,1
21,1
22,1
23,0
24,0
25,0
26,0
27,1
28,0
29,0
30,0
31,0
32,1
33,0
34,0
35,1
36,0
37,1
38,1
39,1
40,0
41,1
42,1
43,0
44,1
45,1
46,1
47,1
48,0
49,1
50,1
51,1
52,0
53,1
54,1
55,0
56,1
57,0
58,0
59,0
60,1
61,1
62,0
63,0
64,0
65,0
66,1
67,1
68,1
69,1
70,1
71,0
72,1
73,0
74,0
75,1
76,1
77,0
78,1
79,0
80,1
81,0
82,1
83,0
84,0
85,1
86,0
87,1
88,0
89,0
90,0
91,1
92,0
93,1
94,1
95,1
96,1
97,0
98,1
99,1
100,0
101,1
102,0
103,0
104,0
105,1
106,0
107,0
108,0
109,0
110,0
111,0
112,1
113,1
114,1
115,1
116,0
117,0
118,1
119,0
120,0
121,1
122,1
123,1
124,0
125,0
126,0
127,0
128,1
129,0
130,0
131,1
132,0
133,1
134,0
135,1
136,1
137,0
138,1
139,0
140,0
141,1
142,0
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,0
155,1
156,0
157,0
158,0
159,1
160,1
161,0
162,1
163,0
164,0
165,1
166,0
167,1
168,1
169,1
170,0
171,1
172,1
173,0
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,0
182,1
183,0
184,1
185,0
186,0
187,1
188,0
189,1
190,1
191,0
192,0
193,1
194,0
195,0
196,0
197,1
198,1
199,0
200,0
201,0
202,1
203,1
204,1
205,1
206,1
207,0
208,1
209,1
210,0
211,1
212,0
213,1
214,0
215,0
216,1
217,0
218,1
219,1
220,1
221,0
222,1
223,0
224,0
225,1
226,1
227,1
228,1
229,0
230,0
231,0
232,1
233,1
234,0
235,1
236,0
237,1
238,1
239,1
240,0
241,0
242,1
243,1
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,1
254,1
255,1
256,1
257,0
258,0
259,1
260,0
261,0
262,1
263,0
264,0
265,1
266,1
267,1
268,0
269,0
270,0
271,0
272,1
273,1
274,0
275,1
276,0
277,0
278,0
279,1
280,0
281,0
282,0
283,1
284,1
285,0
286,1
287,0
288,0
289,0
290,1
291,0
292,0
293,0
294,1
295,1
296,1
297,1
298,1
299,0
300,0
301,0
302,1
303,0
304,1
305,1
306,0
307,1
308,0
309,0
310,0
311,1
312,0
313,1
314,1
315,0
316,0
317,1
318,1
319,1
320,1
321,1
322,1
323,0
324,0
325,0
326,1
327,1
328,1
329,0
330,1
331,1
332,1
333,0
334,0
335,0
336,0
337,0
338,1
339,1
340,1
341,0
342,1
343,1
344,0
345,0
346,0
347,1
348,1
349,1
350,0
351,0
352,0
353,1
354,1
355,0
356,0
357,1
358,1
359,1
360,1
361,1
362,0
363,1
364,1
365,1
366,0
367,1
368,1
369,1
370,0
371,1
372,0
373,1
374,0
375,0
376,0
377,1
378,1
379,1
380,0
381,1
382,1
383,1
384,0
385,1
386,0
387,0
388,1
389,1
390,1
391,0
392,0
393,1
394,1
395,0
396,1
397,0
398,0
399,1
400,0
401,1
402,1
403,1
404,0
405,1
406,1
407,0
408,0
409,0
410,1
411,0
412,1
413,0
414,1
415,1
416,1
417,0
418,1
419,0
420,1
421,1
422,0
423,0
424,0
425,0
426,1
427,0
428,0
429,1
430,0
431,1
432,0
433,0
434,0
435,1
436,1
437,0
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,0
447,0
448,0
449,0
450,1
451,0
452,0
453,1
454,1
455,1
456,0
457,1
458,0
459,1
460,0
461,0
462,0
463,0
464,1
465,0
466,1
467,0
468,1
469,0
470,0
471,1
472,1
473,0
474,0
475,1
476,1
477,0
478,1
479,0
480,0
481,1
482,0
483,0
484,1
485,0
486,0
487,0
488,0
489,1
490,1
491,0
492,1
493,1
494,1
495,1
496,0
497,0
498,0
499,1
500,1
501,0
502,0
503,1
504,1
505,0
506,1
507,0
508,1
509,0
510,1
511,1
512,0
513,0
514,1
515,1
516,0
517,1
518,1
519,1
520,1
521,0
522,1
523,0
524,1
525,1
526,0
527,0
528,1
529,1
530,1
531,0
532,1
533,0
534,0
535,0
536,1
537,0
538,1
539,0
540,1
541,0
542,0
543,0
544,0
545,1
546,1
547,1
548,1
549,1
550,1
551,0
552,1
553,1
554,1
555,1
556,1
557,0
558,0
559,1
560,1
561,1
562,0
563,1
564,0
565,0
566,0
567,1
568,1
569,0
570,0
571,1
572,0
573,1
574,1
575,1
576,1
577,0
578,1
579,1
580,1
581,0
582,0
583,1
584,0
585,1
586,1
587,0
588,1
589,0
590,1
591,1
592,1
593,1
594,0
595,1
596,1
597,1
598,1
599,0
600,1
601,0
602,0
603,1
604,1
605,1
606,0
607,1
608,0
609,0
610,1
611,1
612,0
613,1
614,0
615,1
616,1
617,1
618,0
619,0
620,0
621,1
622,0
623,0
624,0
625,0
626,1
627,1
628,0
629,1
630,1
631,0
632,1
633,1
634,0
635,1
636,1
637,0
638,0
639,1
640,1
641,1
642,0
643,0
644,0
645,1
646,1
647,0
648,0
649,0
650,0
651,1
652,0
653,1
654,0
655,0
656,0
657,1
658,0
659,1
660,1
661,0
662,1
663,0
664,0
665,0
666,1
667,1
668,0
669,1
670,0
671,0
672,1
673,1
674,0
675,0
676,0
677,1
678,1
679,1
680,0
681,0
682,0
683,0
684,1
685,0
686,1
687,0
688,0
689,1
690,0
691,1
692,1
693,1
694,1
695,0
696,1
697,0
698,1
699,1
700,0
701,1
702,1
703,1
704,0
705,1
706,1
707,1
708,0
709,1
710,0
711,1
712,0
713,1
714,1
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,1
723,0
724,0
725,0
726,1
727,0
728,0
729,0
730,1
731,0
732,0
733,0
734,0
735,1
736,0
737,1
738,1
739,0
740,0
741,0
742,0
743,0
744,1
745,0
746,0
747,0
748,1
749,0
750,0
751,1
752,1
753,0
754,0
755,1
756,1
757,0
758,1
759,0
760,0
761,0
762,1
763,0
764,0
765,1
766,0
767,1
768,1
769,0
770,1
771,1
772,1
773,0
774,1
775,0
776,0
777,0
778,1
779,0
780,1
781,0
782,0
783,1
784,1
785,0
786,0
787,1
788,0
789,1
790,1
791,0
792,1
793,1
794,0
795,0
796,0
797,0
798,0
799,1
800,1
801,0
802,0
803,1
804,0
805,1
806,0
807,1
808,1
809,0
810,1
811,1
812,1
